,name,company
16924,"Инженер - установщик системы Глонасс, GPS, Тахограф",Дорожно-строительный трест № 1
16925,"Универсальный Сотрудник Магазина (г.Усть-Каменогорск, пр.Назарбаева 25)",Сеть магазинов цифровой и бытовой техники ДНС КАЗАХСТАН
16927,Электромонтер по ремонту аппаратуры релейной защиты и автоматики,АО Шығыс жылу
16928,Машинист бульдозера,Дорожно-строительный трест № 1
16929,Продавец-консультант (Достоевского),TECHNODOM Operator (Технодом Оператор)
16930,Электромонтёр по обслуживанию электрооборудования электростанций,Согринская ТЭЦ
16931,Заведующий хозяйством,Аманат
16932,Слесарь механосборочных работ,Усть-Каменогоркий конденсаторный завод
16933,Слесарь-электромонтажник,Усть-Каменогоркий конденсаторный завод
16934,Грузчик-мерчандайзер в супермаркет (ул. Бажова),ЭЛЬГЕРА
16935,Водитель манипулятора,ALTAI MAI
16936,Оператор производственной линии (Сварка),ЛЕРТЕКО-ГРУПП
16937,Преподаватель английского языка,Яндекс Практикум
16938,Рабочий по благоустройству территории,Aitas KZ
16939,Менеджер по продажам котлового и насосного оборудования,Автоматические Котлы
16940,Менеджер по продажам новых автомобилей,Skill Hub
16941,Search Quality Improvement Specialist (Turkish and English languages),Яндекс Крауд
16942,Торговый представитель на кондитерские изделия,Vostok Product Distribution (Белорусские продукты №1)
16943,Бухгалтер в единственном числе,Altyn Uya-Education
16944,Специалист по обслуживанию клиентов,Банк ЦентрКредит
16945,Монтажник КИПиА / Электромонтажник,ТРЕСТ КАЗМА
16946,Оператор call-центра,Мобайл Телеком-Сервис (Объединенная Компания Tele2/Altel)
16947,"Менеджер торгового зала (ТЦ АДК Ривер, Sinsay)",LPP Kazakhstan (ЛПП Казахстан)
16948,Специалист по развитию территории (кофе Jacobs),Apple City Corps
16949,Супервайзер по регионам,"Кондитер +,ТОО"
16950,Машинист автокрана,Elit Stroy group
16951,"Каменщик на кирпич (Екатеринбург, Россия)",Аутсорсинг Групп
16952,Начальник Центра Банковского Обслуживания,Нурбанк
16953,Менеджер по продажам камазовских запчастей,СВС-Восток
16954,Слесарь-электрик по ремонту автомобилей и ДСТ,Лентелефонстрой-УМ
16955,Менеджер отдела продаж автомобилей с пробегом (Автоцентр Geely Oskemen),Skill Hub
16956,Инженер,Алма Телекоммуникейшнс Казахстан (ALMA +)
16957,Электрик,Фирма НКГ
16958,Упаковщик овощей в теплице (Тюмень),Работа Вахтой в России
16959,Электрослесарь по ремонту электрических машин тепловых электростанций,Согринская ТЭЦ
16960,Водитель погрузчика,МЕГАСТРОЙ-ОСКЕМЕН
16961,Ведущий Юрисконсульт,Kaspi.kz
16962,"Водитель, категория D",Дорожно-строительный трест № 1
16963,Торговый представитель направления Моторных масел и Жидкостей,Kulan Oil
16964,Электромонтер 3-го разряда,Aitas KZ
16965,Техник по наладке и испытаниям Отдел технического и технологического управления производством,АО Шығыс жылу
16966,Машинист автогрейдера,Дорожно-строительный трест № 1
16967,Механик по ремонту оборудования,Aitas KZ
16968,Повар-сушист,GN FOOD
16969,Инженер-эколог,ЦентрЭКОпроект
16970,Главный специалист по пожарной безопасности,Объединённая ЭнергоСервисная Компания
16971,Горный мастер,ЭВЕРЕСТ-AUTO
16972,Менеджер по продажам,ШЫГЫС Профиль
16973,Инженер-сметчик,КазтеплоСПЕЦСТРОЙ
16974,Повар фастфуд (европейская/восточная кухня),УК ТРК
16975,Супервайзер,Селиванова У.В.
16976,Продавец-кассир,Sulpak
16978,Инженер ПТО,KazInvestStroy
16979,Специалист по работе с клиентами,РОССКО
16980,Техник (в подразделении Сбыт теплоэнергии),АО Шығыс жылу
16981,Электомонтажник,Испытательная лаборатория Востокэнергосервис (ИЛ ВЭС)
16982,Инженер по продажам (Буровой инструмент),Эпирок Центральная Азия
16983,Менеджер по продажам насосного и электротехнического оборудования,Производственно-коммерческая фирма Ульба -Электро
16984,"Инспектор-контролер службы измерений, наладки и испытаний",АО Шығыс жылу
16985,Фармацевт,"EUROPHARMA, ТМ (ТОО AK NIET GROUP)"
16986,Менеджер по продажам (вентиляционное и климатическое оборудование),ТЕХНО КОМФОРТ
16987,Директор по исследованиям и разработкам,ТАГБЕНТ
16988,Оператор колл-центра,Смартер Казахстан
16989,Горный мастер,VK development group
16990,Слесарь КИПиА,Май
16991,"Мерчендайзер-грузчик в Fix Price(г.Усть-Каменогорск,ул.Казахстан,зд.159/5, н.п.3)",Бэст Прайс Казахстан
16992,Сервис-менеджер филиала в г. Усть-Каменогорск,"Халык-Life, АО"
16993,.NET Development Trainee,"Epam Kazakhstan (Эпам Казахстан),ТОО"
16994,"Инженер ПТО (Россия, Хабаровский край)","ИнтерПол, Строительная компания"
16995,Машинист асфальтоукладчика CAT AP655. Зарплата в месяц 500 000тг на руки,Востоквзрывпром
16996,Слесарь по ремонту дорожно-строительной техники,Лентелефонстрой-УМ
16997,Водитель-экспедитор,Магазин книги
16998,Software Functional Testing Intern,"Epam Kazakhstan (Эпам Казахстан),ТОО"
16999,Менеджер по обслуживанию физических и юридических лиц,Нурбанк
17000,"Торговый представитель (Tide, Ariel, Gillette, Pampers, Head & Shoulders)",Apple City Corps
17001,Менеджер по строительству,VK development group
17002,Менеджер в Международную компанию,Перспектива 24
17003,Грузчик,Star Brands Asia (Стар Брэндс Азия)
17004,Водитель-экспедитор,SD Trade In
17005,Ведущий специалист активных продаж (г. Усть-Каменогорск),Freedom Telecom Operations
17006,Инженер ПТО,НКО
17007,Менеджер продаж МСБ,МФО ОнлайнКазФинанс (ТМ Solva)
17008,Старший специалист по продажам (г.Усть-Каменогорск),Kcell
17009,"Монтажник технологических трубопроводов и оборудования (Россия, Свердловская область)","ИнтерПол, Строительная компания"
17010,Супервайзер (Henkel и Алко),Prima Distribution
17011,Прораб общестроительных работ,TUMAR Group
17012,Слесарь- инструментальщик,Aitas KZ
17014,Начальник участка по ремонту и обслуживанию литейной оснастки,КаmLitKZ
17015,Бригадир пути (ПЧ),DTJ SERVICE
17016,Торговый представитель,Мир Инструмента Алматы
17017,Кассир банка,Нурбанк
17018,Кассир-оператор (Альшемали),TECHNODOM Operator (Технодом Оператор)
17019,Клиентский менеджер (малый и средний бизнес),Home Credit Bank
17020,Разнорабочий,АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan)
17023,"Инженер-проектировщик ОВ, ТС, ТМ",Градопроект
17024,Медицинский представитель,Аджанта Фарма Лимитед в РК
17025,Кладовщик,ALTAI MAI
17026,Автолесарь,MOTUL SERVISE
17027,Региональный менеджер по продажам оборудования,ВЕРАТЕК
17028,Финансовый менеджер,МФО ОнлайнКазФинанс (ТМ Solva)
17030,"Продавец-консультант мебели в ТВЦ, Альшемали, АДК",Центр Правильного Сна
17032,Бөлшек сатылымдар басқармасының (БөлСБ) WD әкімшісі/ Администратор Welcome Desk (Ресепшен),ForteBank
17033,Кредитный менеджер (Усть-Каменогрск),МФО Экспресс займ
17034,Торговый представитель в г. Шемонаиха,Селиванова У.В.
17035,Супервайзер (менеджер объектов) в лидирующую на рынке аутсорсинговую компанию,UniGroup Юг
17036,Ағылшын тілі мұғалімі,Altyn Uya-Education
17037,"Инженер-проектировщик (SAR, TSSR)",Freedom Telecom Operations
17038,Монтажник волоконно-оптических линий связи,Freedom Telecom Operations
17039,"Водитель самосвала Howo,Shacman 25 тонн",KazInvestStroy
17040,Менеджер розничного бизнеса,Народный банк Казахстана
17041,Специалист по водоснабжению и канализации,VK development group
17042,Менеджер Центра продаж среднему бизнесу,Народный банк Казахстана
17043,"Электрогазосварщик (НАКС 4, 5 разряд)",Ventra
17044,Кассир-оператор,Гелиос
17045,Грузчик-комплектовщик,ГубкаОпт
17046,Электрослесарь по ремонту оборудования распределительных устройств,Объединённая ЭнергоСервисная Компания
17047,Менеджер по работе с клиентами,Home Credit Bank
17048,Экономист,ALTAI MAI
17049,Специалист по ипотеке,Банк ЦентрКредит
17050,"Торговый представитель (AlinEX, Alina Paint, Fawori, Decorex)",Alina Group
17051,Инженер связи Службы по поддержке станционного оборудования,Транстелеком
17052,Грузчик-экспедитор,Масло-Дел
17053,Продавец-консультант (Альшемали),TECHNODOM Operator (Технодом Оператор)
17054,Ведущий специалист отопления и вентиляции,VK development group
17055,Юрист,ALTAI MAI
17056,Повар горячего цеха,GN FOOD
17057,Инженер - энергетик подземного рудника,СИБИРЬ-ПОЛИМЕТАЛЛЫ
17058,ШОБ шотының аға менеджері / Старший менеджер счета МСБ,ForteBank
17059,Водитель спецмашин и фургонов,Объединённая ЭнергоСервисная Компания
17060,Слесарь по ремонту оборудования,Aitas KZ
17061,Менеджер по эксплуатации и техническому обслуживанию (O&M Manager) со знанием китайского языка,ФИЛИАЛ RICH ENERGY INTERNATIONAL (BEIJING)CORPORATION LIMITED В РЕСПУБЛИКЕ КАЗАХСТАН
17062,Мастер смены производства,ALTAI MAI
17063,Каменщик для укладки кирпича в Екатеринбург (Россия),Аутсорсинг Групп
17064,Инженер-электроник,КаmLitKZ
17065,Ведущий бухгалтер,VK development group
17066,Слесарь КИПиА (ЗПП),Aitas KZ
17067,Горнорабочий подземный (очистка канавок) ТОО «Востокцветмет»,KAZ Minerals Management
17068,"Менеджер по работе с поставщиками (вентиляционное, климатическое оборудование)",ТЕХНО КОМФОРТ
17069,Мастер горный подземного участка Иртышской шахты,Востокцветмет
17070,Главный инженер проекта,VK development group
17071,Ведущий специалист электрических и слаботочных сетей,VK development group
17072,Менеджер по работе с клиентами,ЭТАЖИ (ИП Привальцев А.А.)
17073,Экспедитор,"Евразиан Фудс Корпорэйшн, АО"
17074,Автослесарь,Сей-Нар
17075,Инженер-химик,Aitas KZ
17076,"Торговый представитель (Duracell, Wella, Londa)",Apple City Corps
17077,Торговый представитель,Vostok Product Distribution (Белорусские продукты №1)
17078,Руководитель административно-хозяйственного отдела,Алма Телекоммуникейшнс Казахстан (ALMA +)
17079,Инженер головной станции,Алма Телекоммуникейшнс Казахстан (ALMA +)
17080,Кассир,Банк ЦентрКредит
17081,Машинист автогрейдера,Nordgold
17082,Универсальный сотрудник магазина (ТЦ Мегастрой),Сеть магазинов цифровой и бытовой техники ДНС КАЗАХСТАН
17083,Начальник участка ЛПЦ-1 (Участок грузоподъемных механизмов),Уральская сталь
17084,Продавец-консультант МБТ (Победа),TECHNODOM Operator (Технодом Оператор)
17085,Электромонтёр по ремонту аппаратуры релейной защиты и автоматики,Согринская ТЭЦ
17086,Software Functional Testing Trainee,"Epam Kazakhstan (Эпам Казахстан),ТОО"
17087,Электрогазосварщик «Востокцветмет» Иртышская шахта,KAZ Minerals Management
17088,Корпоративный менеджер,Банк ЦентрКредит
17089,.NET Intern,"Epam Kazakhstan (Эпам Казахстан),ТОО"
17090,Водитель автомашины категории Д,DTJ SERVICE
17091,Слесарь-ремонтник,Aitas KZ
17092,Инженер аналитического отдела Службы главного технолога,Удоканская медь
17093,Диспетчер ПДУ (оператор элеватором),Aitas KZ
17094,Инженер технического надзора (общестрой),TUMAR Group
17095,"Торговый представитель город и регион Продукция (Биосфера Фрекен БОК, Мистер Мускул)",Prima Distribution
17096,Бухгалтер-товаровед,Сталь Тумар Групп
17097,Слесарь по ремонту оборудования котельного цеха,Май
17098,Оператор установки Raisebore (машинист буровой установки для бурения восстающих),TuranIndustrial (ТуранИндастриал)
17099,Менеджер по продажам,ЭТАЖИ (ИП Привальцев А.А.)
17100,Старший менеджер по продажам УРП/Бөлшек сатылымдар басқармасының аға сату менеджері,ForteBank
17101,Энергетик,Гелиос
17102,Автоэлектрик по ремонту горного оборудования (подземка),Nordgold
17103,Эквайрингіні дамыту жөніндегі менеджер / Менеджер по развитию эквайринга,ForteBank
17104,Упаковщик/разнорабочий на птицефабрику в Тюмень (Россия),Работа Вахтой в России
17105,Менеджер по продаже недвижимости,АБТ-КОНСАЛТИНГ
17106,Специалист по недвижимости,ЭТАЖИ (ИП Привальцев А.А.)
17107,Инженер-Менеджер по продажам металлорежущего инструмента,Фирма Райд
17108,"Эксклюзивный торговый агент (кофе Jacobs, Carte Noire)",Apple City Corps
17109,Мастер прораб,VK development group
17110,Персональный менеджер (менеджер по работе с VIP-клиентами),Банк ЦентрКредит
17111,Ведущий архитектор генеральных планов,VK development group
17112,Агент по недвижимости,АБТ-КОНСАЛТИНГ
17113,Оператор приема - хранения- отпуска нефтепродуктов нефтебазы,Гелиос
17114,Начальник участка ЛПЦ-1 (термический участок),Уральская сталь
17115,Аппаратчик сушильных установок,ALTAI MAI
17116,Руководитель отдела продаж (в сфере строительства),TUMAR Group
17117,Начинающий оператор,INSOFT
17118,Менеджер по работе с клиентами,Микрофинансовая организация «R-Finance»
17119,Машинист автогрейдера,Nordgold
17120,Экспедитор,Star Brands Asia (Стар Брэндс Азия)
17121,Менеджер по продажам (Лидоруб),СТОРК-КАЗАХСТАН
17122,Слесарь КИПиА,Aitas KZ
17123,Начальник Электротехнической лаборатории,САПСАН
17124,Кассир,МФО ОнлайнКазФинанс (ТМ Solva)
17125,Инспектор по взысканию Late,QQQ - Qazaqstan Qamqor Qyzmet
17126,Техник-геотехник (Иртышская шахта),KAZ Minerals Management
17127,Главный менеджер по продажам (НСЖ) филиала,"Халык-Life, АО"
17128,Слесарь КИП и А,ALTAI MAI
17129,Электрослесарь по обслуживанию и ремонту оборудования Иртышская шахта Иртышского рудника,KAZ Minerals Management
17130,1C программист,Сей-Нар
17131,"Инженер ОВиК (отопление, вентиляция и кондиционирование), ВК (водоснабжение, канализация)",Сей-Нар
17132,Java Trainee,"Epam Kazakhstan (Эпам Казахстан),ТОО"
17133,Руководитель (в отдел продаж),ЭТАЖИ (ИП Привальцев А.А.)
17134,Слесарь по ремонту технологического оборудования,ALTAI MAI
17135,Начальник элеватора сырья,ALTAI MAI
17136,Мастер электромонтажных работ (в России),ЭнергоСтрой
17137,Оператор пульта управления элеватором,ALTAI MAI
17138,Агент по недвижимости,ЭТАЖИ (ИП Привальцев А.А.)
17139,Кредитный Эксперт,МФО ОнлайнКазФинанс (ТМ Solva)
17140,Агент по недвижимости,Перспектива 24
17141,Руководитель группы продаж в международную компанию по недвижимости,ЭТАЖИ (ИП Привальцев А.А.)
17142,Управляющий комплексом,АК-НИЕТ БУРГА
17143,Водитель на Газель,ARTEX MACHINERY
17144,Продавец в Ювелирный магазин,Астра-Лoмбард
17145,Специалист сервисного обслуживания,Микрофинансовая организация KMF(КМФ)
17146,Эксперт-оценщик (ст.Достык),Ломбард Деньги населению
17147,Менеджер по работе с клиентами,Home Credit Bank
17148,Продавец,ГК SABYRZHAN GROUP
17149,Грузчик,ГК SABYRZHAN GROUP
17150,Координатор (Отдел оффлайн продаж),МФО ОнлайнКазФинанс (ТМ Solva)
17151,Персональный менеджер,Микрофинансовая организация KMF(КМФ)
17152,Заведующий кассой,Микрофинансовая организация KMF(КМФ)
17153,Начальник отделения (п.Федоровка),Микрофинансовая организация KMF(КМФ)
17154,Персональный менеджер (п.Федоровка),Микрофинансовая организация KMF(КМФ)
17155,Сервисный инженер,Med365
17156,Тайный проверяющий,4Service Holdings GmbH
17157,Горный мастер,ШАХТБАУ Казахстан
17158,Менеджер по продажам,Burkit Finance Astana
17159,Инженер ПТО,ШАХТБАУ Казахстан
17160,Инженер по буровзрывным работам,ШАХТБАУ Казахстан
17161,Заведующий административно-бытового корпуса (АБК),ШАХТБАУ Казахстан
17162,Инженер-эколог,Гулденустрой
17163,Горнорабочий на маркшейдерских работах,ШАХТБАУ Казахстан
17164,Инженер по качеству (специализация: гражданское строительство/электрика),Центральноазиатский филиал POWERCHINA CHENGDU ENGINEERING CORPORATION LIMITED
17165,Инженер-сметчик,Центральноазиатский филиал POWERCHINA CHENGDU ENGINEERING CORPORATION LIMITED
17167,Инженер-энергетик,Гулденустрой
17168,Начальник участка технического обслуживания ствола,ШАХТБАУ Казахстан
17169,Специалист по календарно-сетевому планированию,ШАХТБАУ Казахстан
17170,Токарь,АктобеШахтострой
17171,Машинист подъемной установки,ШАХТБАУ Казахстан
17172,Менеджер/Агент,МФО ОнлайнКазФинанс (ТМ Solva)
17173,Мерчендайзер по работе с ключевыми клиентами,RG Brands Kazakhstan
17174,Водитель грузового автомобиля,АТЭК Актобе
17175,Механик участка,ШАХТБАУ Казахстан
17176,Кассир-оценщик,Сейф-ломбард
17177,Уборщик служебных помещений,Балкан Курылыс
17178,"Фармацевт, Хромтау (Братьев Жубановых, 6)",Долголет
17179,Кассир,Mechta.kz TM ( ТОО Мечта Маркет )
17180,Машинист крана,СЕРВИСНЫЙ ЦЕНТР ERG
17181,Машинист буровой установки,СЕРВИСНЫЙ ЦЕНТР ERG
17182,Слесарь по ремонту автомобилей,СЕРВИСНЫЙ ЦЕНТР ERG
17183,Концентраторщик,СЕРВИСНЫЙ ЦЕНТР ERG
17184,Взрывник,СЕРВИСНЫЙ ЦЕНТР ERG
17185,Фильтровальщик,СЕРВИСНЫЙ ЦЕНТР ERG
17186,Аппаратчик сгустителей,СЕРВИСНЫЙ ЦЕНТР ERG
17187,Специалист по налоговому учету,СЕРВИСНЫЙ ЦЕНТР ERG
17188,Специалист по налоговому учету,СЕРВИСНЫЙ ЦЕНТР ERG
17189,Менеджер по электрохозяйству,СЕРВИСНЫЙ ЦЕНТР ERG
17190,"Продавец-консультант, Хромтау",Дико&Полезно
17191,Водитель поливомоечной машины Шахман,Балкан Курылыс
17192,Обжигальщик,СЕРВИСНЫЙ ЦЕНТР ERG
17193,Сварщик,СЕРВИСНЫЙ ЦЕНТР ERG
17194,Водитель ПАЗ вахтовка,Балкан Курылыс
17195,"Рихтовщик, кузовщик, автожестянщик",Балкан Курылыс
17196,Инженер технолог (обогатитель),BMH EAST
17199,Монтер пути на железную дорогу (путеец),DTJ SERVICE
17200,"Водитель автомашины категории В, С, С1",DTJ SERVICE
17201,"Водитель автомашины категории С, Д",DTJ SERVICE
17202,Комендант (вахтер дома отдыха),DTJ SERVICE
17203,Управляющий комплексом,АК-НИЕТ БУРГА
17205,Специалист,МЕЧТА
17207,Менеджер,OZ corpus
17208,Водитель - экспедитор,OZ corpus
17209,Оператор асфальтобетонного завода,Жалаугер-НС
17210,Оператор/Машинист экскаватора,Жалаугер-НС
17211,Диспетчер-весовщик,Жалаугер-НС
17212,Тайный проверяющий,4Service Holdings GmbH
17213,Повар на объект,Жалаугер-НС
17214,Менеджер по продажам в Инстаграм,OZ corpus
17215,Продавец-кассир,Sulpak
17216,Инженер по ТБ и ОТ и пожарной безопасности,KazFoodProducts
17217,Специалист по сервису,Компания ЭВРИКА
17218,"Персональный менеджер, отделение Шардара",Микрофинансовая организация KMF(КМФ)
17219,Менеджер по работе с клиентами,Flip.kz
17220,Консультант 1С - Бухгалтер (Шахтинск),К2.Консалтинг
17222,Персональный менеджер (Шахтинск),Микрофинансовая организация KMF(КМФ)
17224,"Начинающий менеджер по продажам, Шахтинск",ЦАН РИЭЛТ
17225,Инженер по организации и нормированию труда (подземные работы),Qarmet
17226,Проходчик,Горно-рудная компания Западная
17227,"Сервис-инженер (в Караганда, Шахтинск, Абай, Сарань)",Kaspi.kz
17229,Эксперт-оценщик,Ломбард Деньги населению
17230,Кредитный менеджер Казпочта,МФО ОнлайнКазФинанс (ТМ Solva)
17231,"Торговый представитель (кофе Jacobs) Иссык-Есик, Чилик-Шелек",Apple City Corps
17232,Менеджер клиентского отдела,Delivery CDEK
17233,"Кредитный менеджер, ВКО (Шемонаиха)",МФО Экспресс займ
17235,Главный механик Управления складского хозяйства «Востокцветмет»,Востокцветмет
17236,Продавец-кассир,Sulpak
17237,Электромонтер по ремонту и обслуживанию электрооборудования (пос. Усть-Таловка),Востокцветмет
17238,"Консультант, г. Шемонаиха",Микрофинансовая организация KMF(КМФ)
17239,"Водитель самосвала Howo,Shacman 25 тонн",KazInvestStroy
17240,Повар горячего цеха,Производственно-торговая фирма Гемма
17241,Электрослесарь по обслуживанию и ремонту оборудования Филиала «Востокцветмет» - ВостокСервис,Востокцветмет
17242,"Эксклюзивный торговый агент (Alpen Gold, Milka, Барни, Oreo)",Apple City Corps
17243,Торговый агент ( Шемонаиха ),Масло-Дел
17244,Водитель грузового автомобиля,Распадская Угольная Компания
17245,Начальник пылевентиляционной службы Артемьевской шахты,Востокцветмет
17246,Энергетик ЖДЦ (пос. Усть-Таловка),Востокцветмет
17247,Техник-маркшейдер Артемьевской шахты,Востокцветмет
17248,Заместитель начальника подземного участка буровзрывных работ Артемьевской шахты Артемьевского ПК,Востокцветмет
17249,Главный специалист (по горным работам) Артемьевской шахты,Востокцветмет
17250,Ведущий инженер (по буровзрывным работам) Отдела буровзрывных работ Артемьевского ПК,Востокцветмет
17251,Инженер по информационным технологиям,Транстелеком
17252,Начальник линейно-кабельной бригады станции Шемонаиха,Транстелеком
17253,Главный специалист (по буровзрывным работам) Артемьевской шахты,Востокцветмет
17254,Проходчик,Горно-рудная компания Западная
17255,Ведущий инженер (по планированию ремонтов самоходного оборудования) АПК,Востокцветмет
17256,Инженер (по оборотным фондам) Филиала «Востокцветмет» - ВостокСервис,Востокцветмет
17257,Участковый маркшейдер подземного рудника,СИБИРЬ-ПОЛИМЕТАЛЛЫ
17258,Инженер - энергетик подземного рудника,СИБИРЬ-ПОЛИМЕТАЛЛЫ
17259,Ведущий инженер (механик) Востокцветмет,KAZ Minerals Management
17260,"Автоэлектрик по горно-шахтной технике, г. Шемонаиха (п. Усть-Таловка)",Eurasian Machinery (Евразиан Машинери)
17261,"Специалист по транспорту ""Востокцветмет""",KAZ Minerals Management
17262,Начальник участка по эксплуатации и ремонту технологического оборудования,KAZ Minerals Management
17263,Главный специалист (по горным работам),KAZ Minerals Management
17264,"Мастер горный подземного добычного участка, ""Востокцветмет""",KAZ Minerals Management
17265,Главный специалист (по буровзрывным работам) Востокцветмет,KAZ Minerals Management
17266,Тайный проверяющий,4Service Holdings GmbH
17267,Менеджер/Агент,МФО ОнлайнКазФинанс (ТМ Solva)
17268,"Стажер в Технический отдел (пос. Шетпе, Мангистауская область)",Хайдельберг Материалз Казахстан
17269,Продавец-консультант,Компания ЭВРИКА
17270,Тайный покупатель,4Service Holdings GmbH
17271,Персональный менеджер,Микрофинансовая организация KMF(КМФ)
17273,Менеджер/Агент,МФО ОнлайнКазФинанс (ТМ Solva)
17274,Инженер ПТО,Kazakhstan Hydrogen Peroxide
17276,Руководитель филиала в г.Шу,Беркет-Сауда
17277,Менеджер по продажам,Burkit Finance Astana
17278,Переводчик китайского языка,Kazakhstan Hydrogen Peroxide
17280,Ведущий инженер отдела учета (ст. Шу «НК «ҚТЖ» - «Жамбылское отделение магистральной сети»),Акционерное общество Национальная компания Қазақстан темір жолы
17282,Инженер по качеству (Шу),Alstom
17283,"Региональный менеджер (курация р.Кордай, Шу)",КДЛ ОЛИМП (ТОО Мырза-Хан)
17284,Тайный покупатель,4Service Holdings GmbH
17285,Администратор-управляющий в антикафе LOFT park,FRIGG
17286,Экономист-финансист,AAEngineering Group
17288,Территориальный агент Beeline,"Beeline, ТМ"
17289,Техник,"Beeline, ТМ"
17290,Начальник сектора по производственной безопасности и экологии Шу,Акционерное общество Национальная компания Қазақстан темір жолы
17291,"Эксперт-оценщик в сеть ломбардов ""Астра-Ломбард""",Астра-Лoмбард
17292,Продавец-консультант смартфонов в компанию Freedom Mobile,FREEDOM MOBILE
17293,Электромонтажник 4 и 5 разряд (в России),ЭнергоСтрой
17294,Разнорабочий (в России),ЭнергоСтрой
17296,Помощник Директора летной службы,Авиакомпания SCAT
17297,"Продавец-консультант, бренд IQOS",АЛИДИ Казахстан
17298,Бухгалтер,Шымкент Мунай онімдері
17300,Бухгалтер-кассир,TAU MART
17301,Бухгалтер,Корпорация Азеке
17302,Региональный менеджер по продажам,Kazakhstan Distributors Centre
17303,Fullstack-разработчик,AMANBAY TECH
17304,SMM-менеджер в проект Shymkent Online,Давай Сходим
17305,IT специалист,Balabi Textile
17306,Инженер-программист,CRM Consulting
17307,Медицинская сестра/Медицинский брат,Заңғар Фарм
17309,Администратор,B.B.Nura
17310,Администратор,NIK GROUP
17311,Бухгалтер,BI Development Almaty
17312,"Продавец-консультант adidas, Шымкент",adidas Kazakhstan
17313,Администратор клиники,Dr. Aslan Zhakypbek
17314,Менеджер зала ожидания в аэропорту г. Шымкент по стандартам сети Lounge Key,Sultana
17315,Бухгалтер,Компания Грандстрой
17318,Фармацевтический представитель,Abbott
17319,Медицинская сестра/медицинский брат в офтальмологическую клинику,Медик-Сервис
17320,Администратор,Қызмет
17321,Медицинская сестра/Медицинский брат,Корпорация Азеке
17322,Личный водитель,Балакай&К
17323,Куратор,NIK GROUP
17324,Менеджер по продажам,NUR ENERGY SHYMKENT
17325,Бухгалтер,Beverage Trade
17327,Личный ассистент,Косыбаев
17328,Администратор СПА,SPA EMBUSU
17330,Бухгалтер,Sector Green
17331,Помощник бухгалтера на первичную документацию,АК-СУ КОРПОРАЦИЯСЫ
17332,Работник склада,"EUROPHARMA, ТМ (ТОО AK NIET GROUP)"
17334,Оператор производственной линии,Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» )
17335,Управляющий сервисной компании (КСК),Оңтүстік-құрылыс сервис
17336,Менеджер проектов,Авиакомпания SCAT
17337,СММ менеджер,SHYMKENT AGRO GROUP
17338,Переводчик английского языка,ЧК PETROSTREAM LIMITED
17339,Администратор ресторана (база отдыха),CAREER.KZ
17340,Юрист,Garant Development Services
17341,Администратор,EXPERT FOOD
17342,Бухгалтер по реализации,Ақнан
17343,Администратор (медицинский регистратор),Медицинский центр EMIRMED
17344,Личный водитель директора,ЛИФТ ГАРАНТ
17345,SMM-менеджер / Контент-креатор,Танкеев Б.Б.
17346,Стажёр в IT-отдел,KARLSKRONA LC AB
17348,Менеджер по логистике,961
17349,Оформитель праздников,Ахметова У.М.
17350,Медицинский представитель,Abbott
17351,Оператор на производственную линию,GRAND DEVELOPMENT GROUP
17352,Менеджер по кадровому делопроизводству,АҚНИЕТ HOLDING
17353,Начальник производства,Easy Pack Technology
17354,Бариста,GLOBAL COFFEE MANAGEMENT
17355,Региональный управляющий сетью,GLOBAL COFFEE MANAGEMENT
17356,Водитель руководителя,Керей СК
17360,Автокурьер на газель,AsAi Logistics
17361,Администратор-кассир магазина,TT BAKERY
17362,Администратор клиники,МЦ ЭКО
17364,Бариста,ProCoffee
17365,Сборщик заказов,Ким П. Ю
17366,Менеджер интернет-магазина,Тыштыбаев Арман
17367,Старший Администратор,фитнес студия я Шымкент
17368,Бухгалтер по реализации,Юг Шымкент Hotel service
17369,Продавец-консультант,ЛЯЗЗАТ
17370,Работник склада,ЗАММЛЕР КАЗАХСТАН
17372,Менеджер по приему учащихся,BI Education
17373,SMM-менеджер / контент-менеджер,SABR
17374,Юрист в г.Шымкент,Моторная компания Астана-Моторс
17375,Медицинский представитель по г. Шымкент (ОТС),Santo member of Polpharma Group
17376,Кладовщик-комплектовщик,Альфа-КТ
17377,Оператор сиропного отделения,Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» )
17379,Оператор пульта управления,Стандарт Цемент
17382,Оператор отдела логистики,RAMIL.logistic group
17384,Менеджер по транспортной логистике,Business Terminal Logistics
17385,Юрист,Аст-Юг Холдинг
17387,SMM-менеджер/Мобилограф,Тамерлан Моторс
17388,Директор отдела продаж,Grain House 555
17389,Офис-менеджер,ПЕРВОЕ РЕКЛАМНОЕ
17390,Директор магазина,ИСАЕВА ШОЛПАН
17391,Рабочий склада,Four Brothers
17393,Продавец,Ладушки
17394,Аналитик,Представительство ТОО ВЕГАФАРМ в РК
17396,Оператор call-центра,Галерея Новостроек
17397,Бухгалтер по дебиторской задолженности,RED STARS
17402,Мобилограф в клинику в пластической хирургии,TAU
17407,Графический дизайнер,Team Tex
